,STUDENTS,GPA,GPA_PROB,CLASS,GRADE
150,Student_151,3.26,0.000997729095127042,,70.0
151,Student_152,2.23,0.0006824956693660441,,70.0
152,Student_153,3.21,0.0009824265016434984,,70.0
153,Student_154,3.67,0.0011232103616920996,,70.0
154,Student_155,3.0,0.0009181556090126154,,70.0
155,Student_156,2.84,0.0008691873098652759,,70.0
156,Student_157,3.53,0.0010803630999381775,,70.0
157,Student_158,3.48,0.001065060506454634,,70.0
158,Student_159,3.91,0.0011966628104131088,,70.0
159,Student_160,3.26,0.000997729095127042,,70.0
160,Student_161,3.06,0.0009365187211928678,,70.0
161,Student_162,3.5,0.0010711815438480513,,70.0
162,Student_163,3.0,0.0009181556090126154,,70.0
163,Student_164,3.57,0.0010926051747250124,,70.0
164,Student_165,3.58,0.001095665693421721,,70.0
165,Student_166,3.84,0.0011752391795361477,,70.0
166,Student_167,2.76,0.0008447031602916061,,70.0
167,Student_168,3.45,0.001055878950364508,,70.0
168,Student_169,3.79,0.001159936586052604,,70.0
169,Student_170,3.44,0.001052818431667799,,70.0
170,Student_171,2.76,0.0008447031602916061,,70.0
171,Student_172,2.78,0.0008508241976850235,,70.0
172,Student_173,3.73,0.0011415734738723518,,70.0
173,Student_174,3.59,0.0010987262121184298,,70.0
174,Student_175,2.94,0.0008997924968323631,,70.0
175,Student_176,3.79,0.001159936586052604,,70.0
176,Student_177,2.76,0.0008447031602916061,,70.0
177,Student_178,2.36,0.0007222824124232574,,70.0
178,Student_179,2.97,0.0009089740529224893,,70.0
179,Student_180,2.92,0.0008936714594389456,,70.0
180,Student_181,2.98,0.000912034571619198,,70.0
181,Student_182,3.65,0.001117089324298682,,70.0
182,Student_183,3.07,0.0009395792398895764,,70.0
183,Student_184,3.59,0.0010987262121184298,,70.0
184,Student_185,3.29,0.0010069106512171683,,70.0
185,Student_186,2.92,0.0008936714594389456,,70.0
186,Student_187,3.53,0.0010803630999381775,,70.0
187,Student_188,2.81,0.0008600057537751498,,70.0
188,Student_189,2.63,0.0008049164172343928,,70.0
189,Student_190,3.21,0.0009824265016434984,,70.0
190,Student_191,3.47,0.0010619999877579253,,70.0
191,Student_192,3.64,0.0011140288056019733,,70.0
192,Student_193,3.73,0.0011415734738723518,,70.0
193,Student_194,3.73,0.0011415734738723518,,70.0
194,Student_195,3.5,0.0010711815438480513,,70.0
195,Student_196,3.17,0.0009701844268566636,,70.0
196,Student_197,2.84,0.0008691873098652759,,70.0
197,Student_198,3.05,0.000933458202496159,,70.0
198,Student_199,2.8,0.000856945235078441,,70.0
199,Student_200,3.35,0.0010252737633974205,,70.0
200,Student_201,2.56,0.0007834927863574319,,70.0
201,Student_202,3.54,0.0010834236186348862,,70.0
202,Student_203,3.02,0.0009242766464060329,,70.0
203,Student_204,3.84,0.0011752391795361477,,70.0
204,Student_205,2.65,0.0008110374546278102,,70.0
205,Student_206,3.23,0.000988547539036916,,70.0
206,Student_207,2.55,0.0007804322676607231,,70.0
207,Student_208,3.22,0.0009854870203402073,,70.0
208,Student_209,3.01,0.0009212161277093241,,70.0
209,Student_210,3.81,0.0011660576234460217,,70.0
210,Student_211,2.68,0.0008202190107179365,,70.0
211,Student_212,3.8,0.0011629971047493128,,70.0
212,Student_213,3.87,0.001184420735626274,,70.0
213,Student_214,3.72,0.0011385129551756432,,70.0
214,Student_215,3.71,0.0011354524364789345,,70.0
215,Student_216,3.01,0.0009212161277093241,,70.0
216,Student_217,2.76,0.0008447031602916061,,70.0
217,Student_218,2.99,0.0009150950903159068,,70.0
218,Student_219,3.14,0.0009610028707665375,,70.0
219,Student_220,3.1,0.0009487607959797026,,70.0
220,Student_221,3.43,0.0010497579129710903,,70.0
221,Student_222,2.64,0.0008079769359311016,,70.0
222,Student_223,2.7,0.0008263400481113539,,70.0
223,Student_224,3.84,0.0011752391795361477,,70.0
224,Student_225,2.94,0.0008997924968323631,,70.0
225,Student_226,3.25,0.0009946685764303334,,70.0
226,Student_227,3.69,0.001129331399085517,,70.0
227,Student_228,3.8,0.0011629971047493128,,70.0
228,Student_229,3.15,0.0009640633894632462,,70.0
229,Student_230,3.01,0.0009212161277093241,,70.0
230,Student_231,3.55,0.0010864841373315949,,70.0
231,Student_232,3.62,0.001107907768208556,,70.0
232,Student_233,3.55,0.0010864841373315949,,70.0
233,Student_234,3.9,0.0011936022917164,,70.0
234,Student_235,3.55,0.0010864841373315949,,70.0
235,Student_236,3.26,0.000997729095127042,,70.0
236,Student_237,3.3,0.001009971169913877,,70.0
237,Student_238,3.85,0.0011782996982328566,,70.0
238,Student_239,2.9,0.0008875504220455283,,70.0
239,Student_240,3.19,0.0009763054642500811,,70.0
240,Student_241,3.68,0.0011262708803888083,,70.0
241,Student_242,2.73,0.0008355216042014801,,70.0
242,Student_243,3.47,0.0010619999877579253,,70.0
243,Student_244,2.47,0.0007559481180870535,,70.0
244,Student_245,3.54,0.0010834236186348862,,70.0
245,Student_246,2.79,0.0008538847163817323,,70.0
246,Student_247,3.4,0.001040576356880964,,70.0
247,Student_248,3.07,0.0009395792398895764,,70.0
248,Student_249,3.08,0.0009426397585862853,,70.0
249,Student_250,3.09,0.0009457002772829938,,70.0
250,Student_251,3.17,0.0009701844268566636,,70.0
251,Student_252,2.7,0.0008263400481113539,,70.0
252,Student_253,3.38,0.0010344553194875468,,70.0
253,Student_254,3.27,0.001000789613823751,,70.0
254,Student_255,2.56,0.0007834927863574319,,70.0
255,Student_256,2.48,0.000759008636783762,,70.0
256,Student_257,3.78,0.0011568760673558954,,70.0
257,Student_258,3.59,0.0010987262121184298,,70.0
258,Student_259,2.58,0.0007896138237508493,,70.0
259,Student_260,3.48,0.001065060506454634,,70.0
260,Student_261,3.47,0.0010619999877579253,,70.0
261,Student_262,3.55,0.0010864841373315949,,70.0
262,Student_263,3.21,0.0009824265016434984,,70.0
263,Student_264,3.58,0.001095665693421721,,70.0
264,Student_265,3.41,0.001043636875577673,,70.0
265,Student_266,3.74,0.0011446339925690607,,70.0
266,Student_267,3.71,0.0011354524364789345,,70.0
267,Student_268,3.26,0.000997729095127042,,70.0
268,Student_269,3.97,0.001215025922593361,,70.0
269,Student_270,3.08,0.0009426397585862853,,70.0
270,Student_271,3.36,0.0010283342820941292,,70.0
271,Student_272,3.67,0.0011232103616920996,,70.0
272,Student_273,3.04,0.0009303976837994503,,70.0
273,Student_274,3.88,0.0011874812543229826,,70.0
274,Student_275,3.15,0.0009640633894632462,,70.0
275,Student_276,3.58,0.001095665693421721,,70.0
276,Student_277,3.16,0.000967123908159955,,70.0
277,Student_278,3.93,0.0012027838478065262,,70.0
278,Student_279,2.98,0.000912034571619198,,70.0
279,Student_280,3.75,0.0011476945112657694,,70.0
280,Student_281,3.83,0.001172178660839439,,70.0
281,Student_282,3.6,0.0011017867308151387,,70.0
282,Student_283,3.2,0.0009793659829467898,,70.0
283,Student_284,3.51,0.00107424206254476,,70.0
284,Student_285,2.97,0.0009089740529224893,,70.0
285,Student_286,3.06,0.0009365187211928678,,70.0
286,Student_287,3.05,0.000933458202496159,,70.0
287,Student_288,2.61,0.0007987953798409754,,70.0
288,Student_289,3.18,0.0009732449455533724,,70.0
289,Student_290,3.3,0.001009971169913877,,70.0
290,Student_291,3.41,0.001043636875577673,,70.0
291,Student_292,2.84,0.0008691873098652759,,70.0
292,Student_293,3.45,0.001055878950364508,,70.0
293,Student_294,3.91,0.0011966628104131088,,70.0
294,Student_295,3.52,0.0010773025812414688,,70.0
295,Student_296,3.46,0.0010589394690612164,,70.0
296,Student_297,2.92,0.0008936714594389456,,70.0
297,Student_298,3.05,0.000933458202496159,,70.0
298,Student_299,2.94,0.0008997924968323631,,70.0
299,Student_300,3.21,0.0009824265016434984,,70.0
300,Student_301,3.93,0.0012027838478065262,,70.0
301,Student_302,3.68,0.0011262708803888083,,70.0
302,Student_303,3.62,0.001107907768208556,,70.0
303,Student_304,3.0,0.0009181556090126154,,70.0
304,Student_305,2.98,0.000912034571619198,,70.0
305,Student_306,3.26,0.000997729095127042,,70.0
306,Student_307,3.64,0.0011140288056019733,,70.0
307,Student_308,3.42,0.0010466973942743817,,70.0
308,Student_309,3.32,0.0010160922073072943,,70.0
309,Student_310,3.61,0.0011048472495118471,,70.0
310,Student_311,3.49,0.0010681210251513426,,70.0
311,Student_312,3.74,0.0011446339925690607,,70.0
312,Student_313,3.94,0.0012058443665032348,,70.0
313,Student_314,3.18,0.0009732449455533724,,70.0
314,Student_315,3.21,0.0009824265016434984,,70.0
315,Student_316,3.56,0.0010895446560283037,,70.0
316,Student_317,2.9,0.0008875504220455283,,70.0
317,Student_318,2.75,0.0008416426415948975,,70.0
318,Student_319,3.2,0.0009793659829467898,,70.0
319,Student_320,3.26,0.000997729095127042,,70.0
320,Student_321,3.6,0.0011017867308151387,,70.0
321,Student_322,3.64,0.0011140288056019733,,70.0
322,Student_323,3.28,0.0010038501325204596,,70.0
323,Student_324,3.1,0.0009487607959797026,,70.0
324,Student_325,3.46,0.0010589394690612164,,70.0
325,Student_326,3.28,0.0010038501325204596,,70.0
326,Student_327,3.63,0.0011109682869052647,,70.0
327,Student_328,2.75,0.0008416426415948975,,70.0
328,Student_329,3.49,0.0010681210251513426,,70.0
329,Student_330,3.92,0.0011997233291098175,,70.0
330,Student_331,3.25,0.0009946685764303334,,70.0
331,Student_332,3.25,0.0009946685764303334,,70.0
332,Student_333,3.61,0.0011048472495118471,,70.0
333,Student_334,3.26,0.000997729095127042,,70.0
334,Student_335,3.09,0.0009457002772829938,,70.0
335,Student_336,2.78,0.0008508241976850235,,70.0
336,Student_337,2.8,0.000856945235078441,,70.0
337,Student_338,3.79,0.001159936586052604,,70.0
338,Student_339,3.73,0.0011415734738723518,,70.0
339,Student_340,2.64,0.0008079769359311016,,70.0
340,Student_341,3.67,0.0011232103616920996,,70.0
341,Student_342,2.61,0.0007987953798409754,,70.0
342,Student_343,3.35,0.0010252737633974205,,70.0
343,Student_344,3.54,0.0010834236186348862,,70.0
344,Student_345,3.06,0.0009365187211928678,,70.0
345,Student_346,3.35,0.0010252737633974205,,70.0
346,Student_347,3.09,0.0009457002772829938,,70.0
347,Student_348,3.55,0.0010864841373315949,,70.0
348,Student_349,3.62,0.001107907768208556,,70.0
349,Student_350,3.88,0.0011874812543229826,,70.0
350,Student_351,3.66,0.001120149842995391,,70.0
351,Student_352,3.03,0.0009273371651027416,,70.0
352,Student_353,3.75,0.0011476945112657694,,70.0
353,Student_354,3.26,0.000997729095127042,,70.0
354,Student_355,3.07,0.0009395792398895764,,70.0
355,Student_356,3.27,0.001000789613823751,,70.0
356,Student_357,3.26,0.000997729095127042,,70.0
357,Student_358,3.96,0.0012119654038966524,,70.0
358,Student_359,3.56,0.0010895446560283037,,70.0
359,Student_360,2.38,0.0007284034498166749,,70.0
360,Student_361,2.79,0.0008538847163817323,,70.0
361,Student_362,3.27,0.001000789613823751,,70.0
362,Student_363,3.72,0.0011385129551756432,,70.0
363,Student_364,3.1,0.0009487607959797026,,70.0
364,Student_365,2.25,0.0006886167067594616,,70.0
365,Student_366,3.29,0.0010069106512171683,,70.0
366,Student_367,3.44,0.001052818431667799,,70.0
367,Student_368,3.57,0.0010926051747250124,,70.0
368,Student_369,3.63,0.0011109682869052647,,70.0
369,Student_370,3.3,0.001009971169913877,,70.0
370,Student_371,3.06,0.0009365187211928678,,70.0
371,Student_372,3.58,0.001095665693421721,,70.0
372,Student_373,2.77,0.000847763678988315,,70.0
373,Student_374,3.59,0.0010987262121184298,,70.0
374,Student_375,2.99,0.0009150950903159068,,70.0
375,Student_376,3.29,0.0010069106512171683,,70.0
376,Student_377,3.44,0.001052818431667799,,70.0
377,Student_378,3.03,0.0009273371651027416,,70.0
378,Student_379,3.26,0.000997729095127042,,70.0
379,Student_380,3.42,0.0010466973942743817,,70.0
380,Student_381,3.8,0.0011629971047493128,,70.0
381,Student_382,3.86,0.0011813602169295652,,70.0
382,Student_383,3.27,0.001000789613823751,,70.0
383,Student_384,3.42,0.0010466973942743817,,70.0
384,Student_385,3.88,0.0011874812543229826,,70.0
385,Student_386,3.58,0.001095665693421721,,70.0
386,Student_387,3.58,0.001095665693421721,,70.0
387,Student_388,3.75,0.0011476945112657694,,70.0
388,Student_389,2.71,0.0008294005668080626,,70.0
389,Student_390,3.15,0.0009640633894632462,,70.0
390,Student_391,2.98,0.000912034571619198,,70.0
391,Student_392,3.69,0.001129331399085517,,70.0
392,Student_393,3.36,0.0010283342820941292,,70.0
393,Student_394,3.65,0.001117089324298682,,70.0
394,Student_395,2.9,0.0008875504220455283,,70.0
395,Student_396,3.73,0.0011415734738723518,,70.0
396,Student_397,2.73,0.0008355216042014801,,70.0
397,Student_398,3.02,0.0009242766464060329,,70.0
398,Student_399,2.92,0.0008936714594389456,,70.0
399,Student_400,3.33,0.0010191527260040032,,70.0
400,Student_401,3.9,0.0011936022917164,,70.0
401,Student_402,3.09,0.0009457002772829938,,70.0
402,Student_403,3.75,0.0011476945112657694,,70.0
403,Student_404,3.45,0.001055878950364508,,70.0
404,Student_405,2.83,0.0008661267911685672,,70.0
405,Student_406,3.19,0.0009763054642500811,,70.0
406,Student_407,3.47,0.0010619999877579253,,70.0
407,Student_408,3.81,0.0011660576234460217,,70.0
408,Student_409,2.88,0.0008814293846521108,,70.0
409,Student_410,3.0,0.0009181556090126154,,70.0
410,Student_411,3.05,0.000933458202496159,,70.0
411,Student_412,3.56,0.0010895446560283037,,70.0
412,Student_413,2.55,0.0007804322676607231,,70.0
413,Student_414,2.91,0.000890610940742237,,70.0
414,Student_415,3.0,0.0009181556090126154,,70.0
415,Student_416,2.77,0.000847763678988315,,70.0
416,Student_417,3.31,0.0010130316886105856,,70.0
417,Student_418,3.9,0.0011936022917164,,70.0
418,Student_419,3.7,0.0011323919177822258,,70.0
419,Student_420,3.15,0.0009640633894632462,,70.0
420,Student_421,3.91,0.0011966628104131088,,70.0
421,Student_422,2.75,0.0008416426415948975,,70.0
422,Student_423,3.29,0.0010069106512171683,,70.0
423,Student_424,3.09,0.0009457002772829938,,70.0
424,Student_425,2.71,0.0008294005668080626,,70.0
425,Student_426,3.15,0.0009640633894632462,,70.0
426,Student_427,3.91,0.0011966628104131088,,70.0
427,Student_428,3.41,0.001043636875577673,,70.0
428,Student_429,3.05,0.000933458202496159,,70.0
429,Student_430,3.53,0.0010803630999381775,,70.0
430,Student_431,3.11,0.0009518213146764113,,70.0
431,Student_432,3.57,0.0010926051747250124,,70.0
432,Student_433,2.92,0.0008936714594389456,,70.0
433,Student_434,3.85,0.0011782996982328566,,70.0
434,Student_435,3.38,0.0010344553194875468,,70.0
435,Student_436,3.49,0.0010681210251513426,,70.0
436,Student_437,3.88,0.0011874812543229826,,70.0
437,Student_438,3.04,0.0009303976837994503,,70.0
438,Student_439,3.33,0.0010191527260040032,,70.0
439,Student_440,2.94,0.0008997924968323631,,70.0
440,Student_441,3.68,0.0011262708803888083,,70.0
441,Student_442,2.55,0.0007804322676607231,,70.0
442,Student_443,3.14,0.0009610028707665375,,70.0
443,Student_444,3.15,0.0009640633894632462,,70.0
444,Student_445,3.35,0.0010252737633974205,,70.0
445,Student_446,2.95,0.0009028530155290719,,70.0
446,Student_447,3.23,0.000988547539036916,,70.0
447,Student_448,3.48,0.001065060506454634,,70.0
448,Student_449,3.03,0.0009273371651027416,,70.0
449,Student_450,3.21,0.0009824265016434984,,70.0
450,Student_451,3.55,0.0010864841373315949,,70.0
451,Student_452,3.09,0.0009457002772829938,,70.0
452,Student_453,3.0,0.0009181556090126154,,70.0
453,Student_454,2.51,0.0007681901928738882,,70.0
454,Student_455,2.98,0.000912034571619198,,70.0
455,Student_456,2.98,0.000912034571619198,,70.0
456,Student_457,2.72,0.0008324610855047714,,70.0
457,Student_458,3.56,0.0010895446560283037,,70.0
458,Student_459,3.54,0.0010834236186348862,,70.0
459,Student_460,3.45,0.001055878950364508,,70.0
460,Student_461,2.91,0.000890610940742237,,70.0
461,Student_462,3.76,0.0011507550299624779,,70.0
462,Student_463,3.12,0.0009548818333731201,,70.0
463,Student_464,2.69,0.0008232795294146452,,70.0
464,Student_465,3.81,0.0011660576234460217,,70.0
465,Student_466,3.37,0.001031394800790838,,70.0
466,Student_467,3.71,0.0011354524364789345,,70.0
467,Student_468,2.89,0.0008844899033488196,,70.0
468,Student_469,3.41,0.001043636875577673,,70.0
469,Student_470,3.31,0.0010130316886105856,,70.0
470,Student_471,2.54,0.0007773717489640144,,70.0
471,Student_472,2.61,0.0007987953798409754,,70.0
472,Student_473,2.74,0.0008385821228981888,,70.0
473,Student_474,2.55,0.0007804322676607231,,70.0
474,Student_475,3.19,0.0009763054642500811,,70.0
475,Student_476,3.04,0.0009303976837994503,,70.0
476,Student_477,3.2,0.0009793659829467898,,70.0
477,Student_478,2.94,0.0008997924968323631,,70.0
478,Student_479,3.18,0.0009732449455533724,,70.0
479,Student_480,3.61,0.0011048472495118471,,70.0
480,Student_481,3.15,0.0009640633894632462,,70.0
481,Student_482,2.26,0.0006916772254561703,,70.0
482,Student_483,3.77,0.0011538155486591868,,70.0
483,Student_484,3.12,0.0009548818333731201,,70.0
484,Student_485,3.02,0.0009242766464060329,,70.0
485,Student_486,3.29,0.0010069106512171683,,70.0
486,Student_487,3.44,0.001052818431667799,,70.0
487,Student_488,3.68,0.0011262708803888083,,70.0
488,Student_489,3.62,0.001107907768208556,,70.0
489,Student_490,3.42,0.0010466973942743817,,70.0
490,Student_491,2.6,0.0007957348611442668,,70.0
491,Student_492,3.53,0.0010803630999381775,,70.0
492,Student_493,3.61,0.0011048472495118471,,70.0
493,Student_494,3.39,0.0010375158381842554,,70.0
494,Student_495,2.89,0.0008844899033488196,,70.0
495,Student_496,3.26,0.000997729095127042,,70.0
496,Student_497,3.05,0.000933458202496159,,70.0
497,Student_498,2.75,0.0008416426415948975,,70.0
498,Student_499,3.35,0.0010252737633974205,,70.0
499,Student_500,2.52,0.000771250711570597,,70.0
500,Student_501,3.53,0.0010803630999381775,,70.0
501,Student_502,3.1,0.0009487607959797026,,70.0
502,Student_503,3.02,0.0009242766464060329,,70.0
503,Student_504,3.73,0.0011415734738723518,,70.0
504,Student_505,2.77,0.000847763678988315,,70.0
505,Student_506,3.77,0.0011538155486591868,,70.0
506,Student_507,3.43,0.0010497579129710903,,70.0
507,Student_508,2.86,0.0008753083472586934,,70.0
508,Student_509,2.83,0.0008661267911685672,,70.0
509,Student_510,3.99,0.0012211469599867786,,70.0
510,Student_511,3.46,0.0010589394690612164,,70.0
511,Student_512,3.6,0.0011017867308151387,,70.0
512,Student_513,3.11,0.0009518213146764113,,70.0
513,Student_514,3.04,0.0009303976837994503,,70.0
514,Student_515,3.82,0.0011691181421427303,,70.0
515,Student_516,3.29,0.0010069106512171683,,70.0
516,Student_517,3.51,0.00107424206254476,,70.0
517,Student_518,3.54,0.0010834236186348862,,70.0
518,Student_519,2.87,0.0008783688659554021,,70.0
519,Student_520,2.69,0.0008232795294146452,,70.0
520,Student_521,3.2,0.0009793659829467898,,70.0
521,Student_522,3.5,0.0010711815438480513,,70.0
522,Student_523,3.11,0.0009518213146764113,,70.0
523,Student_524,3.24,0.0009916080577336247,,70.0
524,Student_525,3.17,0.0009701844268566636,,70.0
525,Student_526,3.27,0.001000789613823751,,70.0
526,Student_527,3.77,0.0011538155486591868,,70.0
527,Student_528,3.75,0.0011476945112657694,,70.0
528,Student_529,3.05,0.000933458202496159,,70.0
529,Student_530,3.12,0.0009548818333731201,,70.0
530,Student_531,2.7,0.0008263400481113539,,70.0
531,Student_532,2.94,0.0008997924968323631,,70.0
532,Student_533,2.8,0.000856945235078441,,70.0
533,Student_534,3.28,0.0010038501325204596,,70.0
534,Student_535,3.3,0.001009971169913877,,70.0
535,Student_536,2.59,0.000792674342447558,,70.0
536,Student_537,3.75,0.0011476945112657694,,70.0
537,Student_538,3.75,0.0011476945112657694,,70.0
538,Student_539,2.44,0.0007467665619969272,,70.0
539,Student_540,3.51,0.00107424206254476,,70.0
