STUDENTS,GPA,GPA_PROB,CLASS,GRADE,SEMESTER
Student_156,3.85,0.0011815506240735562,,70.0,
Student_157,3.14,0.0009636542752184329,,70.0,
Student_158,3.54,0.0010864127816156853,,70.0,
Student_159,2.77,0.0008501026568009741,,70.0,
Student_160,2.96,0.0009084129473396691,,70.0,
Student_161,3.12,0.0009575163498985702,,70.0,
Student_162,3.05,0.0009360336112790509,,70.0,
Student_163,2.65,0.0008132751048817984,,70.0,
Student_164,3.2,0.0009820680511780208,,70.0,
Student_165,2.61,0.0008009992542420731,,70.0,
Student_166,3.37,0.001034240416396853,,70.0,
Student_167,3.43,0.001052654192356441,,70.0,
Student_168,3.7,0.0011355161841745864,,70.0,
Student_169,3.09,0.0009483094619187762,,70.0,
Student_170,2.92,0.0008961370966999438,,70.0,
Student_171,3.16,0.0009697922005382954,,70.0,
Student_172,3.34,0.001025033528417059,,70.0,
Student_173,3.54,0.0010864127816156853,,70.0,
Student_174,3.34,0.001025033528417059,,70.0,
Student_175,3.2,0.0009820680511780208,,70.0,
Student_176,3.08,0.000945240499258845,,70.0,
Student_177,3.64,0.0011171024082149985,,70.0,
Student_178,3.6,0.0011048265575752732,,70.0,
Student_179,3.2,0.0009820680511780208,,70.0,
Student_180,3.03,0.0009298956859591882,,70.0,
Student_181,3.52,0.0010802748562958227,,70.0,
Student_182,2.96,0.0009084129473396691,,70.0,
Student_183,3.36,0.0010311714537369217,,70.0,
Student_184,3.43,0.001052654192356441,,70.0,
Student_185,3.01,0.0009237577606393256,,70.0,
Student_186,3.13,0.0009605853125585015,,70.0,
Student_187,2.47,0.0007580337770030348,,70.0,
Student_188,3.42,0.0010495852296965097,,70.0,
Student_189,3.43,0.001052654192356441,,70.0,
Student_190,3.59,0.001101757594915342,,70.0,
Student_191,3.42,0.0010495852296965097,,70.0,
Student_192,3.44,0.0010557231550163723,,70.0,
Student_193,3.55,0.0010894817442756166,,70.0,
Student_194,3.42,0.0010495852296965097,,70.0,
Student_195,3.19,0.0009789990885180893,,70.0,
Student_196,3.68,0.0011293782588547238,,70.0,
Student_197,3.49,0.001071067968316029,,70.0,
Student_198,3.54,0.0010864127816156853,,70.0,
Student_199,3.42,0.0010495852296965097,,70.0,
Student_200,2.82,0.0008654474701006307,,70.0,
Student_201,2.99,0.0009176198353194632,,70.0,
Student_202,3.01,0.0009237577606393256,,70.0,
Student_203,2.97,0.0009114819099996005,,70.0,
Student_204,2.92,0.0008961370966999438,,70.0,
Student_205,3.18,0.0009759301258581581,,70.0,
Student_206,3.79,0.0011631368481139683,,70.0,
Student_207,3.33,0.0010219645657571278,,70.0,
Student_208,2.94,0.0009022750220198065,,70.0,
Student_209,2.71,0.0008316888808413863,,70.0,
Student_210,3.68,0.0011293782588547238,,70.0,
Student_211,3.33,0.0010219645657571278,,70.0,
Student_212,3.07,0.0009421715365989135,,70.0,
Student_213,3.45,0.0010587921176763036,,70.0,
Student_214,2.98,0.0009145508726595317,,70.0,
Student_215,3.61,0.0011078955202352045,,70.0,
Student_216,3.21,0.000985137013837952,,70.0,
Student_217,3.86,0.0011846195867334874,,70.0,
Student_218,3.39,0.0010403783417167157,,70.0,
Student_219,3.21,0.000985137013837952,,70.0,
Student_220,3.48,0.0010679990056560976,,70.0,
Student_221,3.14,0.0009636542752184329,,70.0,
Student_222,3.2,0.0009820680511780208,,70.0,
Student_223,3.7,0.0011355161841745864,,70.0,
Student_224,2.97,0.0009114819099996005,,70.0,
Student_225,3.4,0.001043447304376647,,70.0,
Student_226,3.38,0.0010373093790567844,,70.0,
Student_227,3.78,0.0011600678854540368,,70.0,
Student_228,2.95,0.0009053439846797379,,70.0,
Student_229,3.47,0.0010649300429961663,,70.0,
Student_230,3.35,0.0010281024910769904,,70.0,
Student_231,3.8,0.0011662058107738994,,70.0,
Student_232,3.81,0.001169274773433831,,70.0,
Student_233,2.26,0.0006935855611444771,,70.0,
Student_234,3.28,0.0010066197524574712,,70.0,
Student_235,3.57,0.0010956196695954793,,70.0,
Student_236,3.24,0.000994343901817746,,70.0,
Student_237,3.14,0.0009636542752184329,,70.0,
Student_238,3.35,0.0010281024910769904,,70.0,
Student_239,3.37,0.001034240416396853,,70.0,
Student_240,3.06,0.0009391025739389823,,70.0,
Student_241,2.85,0.0008746543580804247,,70.0,
Student_242,3.89,0.0011938264747132815,,70.0,
Student_243,3.13,0.0009605853125585015,,70.0,
Student_244,3.75,0.001150860997474243,,70.0,
Student_245,3.03,0.0009298956859591882,,70.0,
Student_246,3.26,0.0010004818271376085,,70.0,
Student_247,3.69,0.0011324472215146551,,70.0,
Student_248,3.03,0.0009298956859591882,,70.0,
Student_249,3.73,0.0011447230721543804,,70.0,
Student_250,3.53,0.001083343818955754,,70.0,
Student_251,2.51,0.0007703096276427599,,70.0,
Student_252,3.51,0.0010772058936358913,,70.0,
Student_253,3.54,0.0010864127816156853,,70.0,
Student_254,3.68,0.0011293782588547238,,70.0,
Student_255,2.98,0.0009145508726595317,,70.0,
Student_256,2.91,0.0008930681340400126,,70.0,
Student_257,3.51,0.0010772058936358913,,70.0,
Student_258,2.8,0.0008593095447807681,,70.0,
Student_259,3.73,0.0011447230721543804,,70.0,
Student_260,3.59,0.001101757594915342,,70.0,
Student_261,3.45,0.0010587921176763036,,70.0,
Student_262,3.16,0.0009697922005382954,,70.0,
Student_263,3.42,0.0010495852296965097,,70.0,
Student_264,3.25,0.0009974128644776772,,70.0,
Student_265,3.59,0.001101757594915342,,70.0,
Student_266,2.39,0.0007334820757235842,,70.0,
Student_267,3.23,0.0009912749391578146,,70.0,
Student_268,3.07,0.0009421715365989135,,70.0,
Student_269,3.71,0.0011385851468345178,,70.0,
Student_270,3.38,0.0010373093790567844,,70.0,
Student_271,3.11,0.0009544473872386388,,70.0,
Student_272,3.52,0.0010802748562958227,,70.0,
Student_273,3.5,0.0010741369309759602,,70.0,
Student_274,2.79,0.0008562405821208368,,70.0,
Student_275,3.03,0.0009298956859591882,,70.0,
Student_276,2.67,0.000819413030201661,,70.0,
Student_277,3.43,0.001052654192356441,,70.0,
Student_278,3.45,0.0010587921176763036,,70.0,
Student_279,2.69,0.0008255509555215236,,70.0,
Student_280,3.54,0.0010864127816156853,,70.0,
Student_281,3.47,0.0010649300429961663,,70.0,
Student_282,3.21,0.000985137013837952,,70.0,
Student_283,3.46,0.001061861080336235,,70.0,
Student_284,3.27,0.0010035507897975398,,70.0,
Student_285,3.66,0.0011232403335348611,,70.0,
Student_286,2.98,0.0009145508726595317,,70.0,
Student_287,3.64,0.0011171024082149985,,70.0,
Student_288,3.31,0.0010158266404372651,,70.0,
Student_289,3.3,0.0010127576777773338,,70.0,
Student_290,3.35,0.0010281024910769904,,70.0,
Student_291,3.29,0.0010096887151174025,,70.0,
Student_292,3.86,0.0011846195867334874,,70.0,
Student_293,2.71,0.0008316888808413863,,70.0,
Student_294,2.82,0.0008654474701006307,,70.0,
Student_295,3.38,0.0010373093790567844,,70.0,
Student_296,3.51,0.0010772058936358913,,70.0,
Student_297,3.83,0.0011754126987536936,,70.0,
Student_298,3.33,0.0010219645657571278,,70.0,
Student_299,3.25,0.0009974128644776772,,70.0,
Student_300,3.44,0.0010557231550163723,,70.0,
Student_301,2.95,0.0009053439846797379,,70.0,
Student_302,2.97,0.0009114819099996005,,70.0,
Student_303,3.16,0.0009697922005382954,,70.0,
Student_304,3.24,0.000994343901817746,,70.0,
Student_305,3.28,0.0010066197524574712,,70.0,
Student_306,3.33,0.0010219645657571278,,70.0,
Student_307,3.96,0.0012153092133328006,,70.0,
Student_308,3.12,0.0009575163498985702,,70.0,
Student_309,3.43,0.001052654192356441,,70.0,
Student_310,3.61,0.0011078955202352045,,70.0,
Student_311,3.05,0.0009360336112790509,,70.0,
Student_312,3.77,0.0011569989227941057,,70.0,
Student_313,3.15,0.0009667232378783641,,70.0,
Student_314,2.39,0.0007334820757235842,,70.0,
Student_315,3.14,0.0009636542752184329,,70.0,
Student_316,3.25,0.0009974128644776772,,70.0,
Student_317,2.79,0.0008562405821208368,,70.0,
Student_318,3.66,0.0011232403335348611,,70.0,
Student_319,3.48,0.0010679990056560976,,70.0,
Student_320,3.73,0.0011447230721543804,,70.0,
Student_321,2.99,0.0009176198353194632,,70.0,
Student_322,2.93,0.0008992060593598752,,70.0,
Student_323,3.48,0.0010679990056560976,,70.0,
Student_324,3.11,0.0009544473872386388,,70.0,
Student_325,2.74,0.0008408957688211803,,70.0,
Student_326,3.26,0.0010004818271376085,,70.0,
Student_327,2.41,0.0007396200010434469,,70.0,
Student_328,3.63,0.0011140334455550672,,70.0,
Student_329,2.66,0.0008163440675417297,,70.0,
Student_330,3.23,0.0009912749391578146,,70.0,
Student_331,3.16,0.0009697922005382954,,70.0,
Student_332,2.76,0.0008470336941410428,,70.0,
Student_333,2.76,0.0008470336941410428,,70.0,
Student_334,3.19,0.0009789990885180893,,70.0,
Student_335,3.78,0.0011600678854540368,,70.0,
Student_336,3.34,0.001025033528417059,,70.0,
Student_337,3.6,0.0011048265575752732,,70.0,
Student_338,3.32,0.0010188956030971964,,70.0,
Student_339,3.14,0.0009636542752184329,,70.0,
Student_340,3.84,0.0011784816614136247,,70.0,
Student_341,2.75,0.0008439647314811116,,70.0,
Student_342,3.84,0.0011784816614136247,,70.0,
Student_343,3.71,0.0011385851468345178,,70.0,
Student_344,3.01,0.0009237577606393256,,70.0,
Student_345,2.68,0.0008224819928615923,,70.0,
Student_346,3.08,0.000945240499258845,,70.0,
Student_347,2.87,0.0008807922834002873,,70.0,
Student_348,3.51,0.0010772058936358913,,70.0,
Student_349,3.98,0.0012214471386526632,,70.0,
Student_350,3.87,0.0011876885493934189,,70.0,
Student_351,3.5,0.0010741369309759602,,70.0,
Student_352,2.89,0.00088693020872015,,70.0,
Student_353,2.86,0.000877723320740356,,70.0,
Student_354,3.62,0.0011109644828951359,,70.0,
Student_355,3.8,0.0011662058107738994,,70.0,
Student_356,3.38,0.0010373093790567844,,70.0,
Student_357,3.17,0.0009728611631982267,,70.0,
Student_358,2.49,0.0007641717023228974,,70.0,
Student_359,3.56,0.001092550706935548,,70.0,
Student_360,3.44,0.0010557231550163723,,70.0,
Student_361,3.84,0.0011784816614136247,,70.0,
Student_362,3.65,0.0011201713708749298,,70.0,
Student_363,3.45,0.0010587921176763036,,70.0,
Student_364,3.26,0.0010004818271376085,,70.0,
Student_365,2.65,0.0008132751048817984,,70.0,
Student_366,3.76,0.0011539299601341741,,70.0,
Student_367,3.17,0.0009728611631982267,,70.0,
Student_368,3.89,0.0011938264747132815,,70.0,
Student_369,2.44,0.0007488268890232407,,70.0,
Student_370,2.9,0.0008899991713800812,,70.0,
Student_371,2.87,0.0008807922834002873,,70.0,
Student_372,3.37,0.001034240416396853,,70.0,
Student_373,2.85,0.0008746543580804247,,70.0,
Student_374,2.85,0.0008746543580804247,,70.0,
Student_375,3.55,0.0010894817442756166,,70.0,
Student_376,3.25,0.0009974128644776772,,70.0,
Student_377,3.5,0.0010741369309759602,,70.0,
Student_378,3.43,0.001052654192356441,,70.0,
Student_379,3.61,0.0011078955202352045,,70.0,
Student_380,2.87,0.0008807922834002873,,70.0,
Student_381,3.89,0.0011938264747132815,,70.0,
Student_382,3.26,0.0010004818271376085,,70.0,
Student_383,3.51,0.0010772058936358913,,70.0,
Student_384,2.46,0.0007549648143431034,,70.0,
Student_385,3.15,0.0009667232378783641,,70.0,
Student_386,3.62,0.0011109644828951359,,70.0,
Student_387,3.24,0.000994343901817746,,70.0,
Student_388,3.19,0.0009789990885180893,,70.0,
Student_389,2.85,0.0008746543580804247,,70.0,
Student_390,2.81,0.0008623785074406994,,70.0,
Student_391,3.39,0.0010403783417167157,,70.0,
Student_392,3.38,0.0010373093790567844,,70.0,
Student_393,3.06,0.0009391025739389823,,70.0,
Student_394,2.97,0.0009114819099996005,,70.0,
Student_395,3.54,0.0010864127816156853,,70.0,
Student_396,3.78,0.0011600678854540368,,70.0,
Student_397,3.35,0.0010281024910769904,,70.0,
Student_398,3.27,0.0010035507897975398,,70.0,
Student_399,3.95,0.0012122402506728692,,70.0,
Student_400,3.85,0.0011815506240735562,,70.0,
Student_401,3.55,0.0010894817442756166,,70.0,
Student_402,2.94,0.0009022750220198065,,70.0,
Student_403,2.97,0.0009114819099996005,,70.0,
Student_404,3.21,0.000985137013837952,,70.0,
Student_405,3.24,0.000994343901817746,,70.0,
Student_406,3.39,0.0010403783417167157,,70.0,
Student_407,3.27,0.0010035507897975398,,70.0,
Student_408,3.42,0.0010495852296965097,,70.0,
Student_409,3.67,0.0011263092961947925,,70.0,
Student_410,2.7,0.000828619918181455,,70.0,
Student_411,3.41,0.0010465162670365783,,70.0,
Student_412,3.28,0.0010066197524574712,,70.0,
Student_413,2.96,0.0009084129473396691,,70.0,
Student_414,3.06,0.0009391025739389823,,70.0,
Student_415,3.18,0.0009759301258581581,,70.0,
Student_416,3.81,0.001169274773433831,,70.0,
Student_417,3.37,0.001034240416396853,,70.0,
Student_418,3.0,0.0009206887979793944,,70.0,
Student_419,3.35,0.0010281024910769904,,70.0,
Student_420,3.69,0.0011324472215146551,,70.0,
Student_421,3.13,0.0009605853125585015,,70.0,
Student_422,3.05,0.0009360336112790509,,70.0,
Student_423,3.01,0.0009237577606393256,,70.0,
Student_424,3.55,0.0010894817442756166,,70.0,
Student_425,3.77,0.0011569989227941057,,70.0,
Student_426,3.43,0.001052654192356441,,70.0,
Student_427,3.26,0.0010004818271376085,,70.0,
Student_428,2.57,0.0007887234036023478,,70.0,
Student_429,3.49,0.001071067968316029,,70.0,
Student_430,3.16,0.0009697922005382954,,70.0,
Student_431,2.98,0.0009145508726595317,,70.0,
Student_432,2.23,0.0006843786731646832,,70.0,
Student_433,2.94,0.0009022750220198065,,70.0,
Student_434,3.78,0.0011600678854540368,,70.0,
Student_435,3.47,0.0010649300429961663,,70.0,
Student_436,3.82,0.001172343736093762,,70.0,
Student_437,3.4,0.001043447304376647,,70.0,
Student_438,3.68,0.0011293782588547238,,70.0,
Student_439,3.43,0.001052654192356441,,70.0,
Student_440,3.76,0.0011539299601341741,,70.0,
Student_441,3.21,0.000985137013837952,,70.0,
Student_442,2.98,0.0009145508726595317,,70.0,
Student_443,3.31,0.0010158266404372651,,70.0,
Student_444,2.81,0.0008623785074406994,,70.0,
Student_445,3.08,0.000945240499258845,,70.0,
Student_446,2.62,0.0008040682169020045,,70.0,
Student_447,3.88,0.00119075751205335,,70.0,
Student_448,3.06,0.0009391025739389823,,70.0,
Student_449,3.86,0.0011846195867334874,,70.0,
Student_450,3.13,0.0009605853125585015,,70.0,
Student_451,3.1,0.0009513784245787076,,70.0,
Student_452,3.49,0.001071067968316029,,70.0,
Student_453,3.71,0.0011385851468345178,,70.0,
Student_454,3.66,0.0011232403335348611,,70.0,
Student_455,2.91,0.0008930681340400126,,70.0,
Student_456,3.32,0.0010188956030971964,,70.0,
Student_457,3.03,0.0009298956859591882,,70.0,
Student_458,3.23,0.0009912749391578146,,70.0,
Student_459,3.22,0.0009882059764978835,,70.0,
Student_460,3.31,0.0010158266404372651,,70.0,
Student_461,3.19,0.0009789990885180893,,70.0,
Student_462,3.7,0.0011355161841745864,,70.0,
Student_463,2.82,0.0008654474701006307,,70.0,
Student_464,3.81,0.001169274773433831,,70.0,
Student_465,3.56,0.001092550706935548,,70.0,
Student_466,3.04,0.0009329646486191197,,70.0,
Student_467,3.86,0.0011846195867334874,,70.0,
Student_468,3.15,0.0009667232378783641,,70.0,
Student_469,3.69,0.0011324472215146551,,70.0,
Student_470,3.41,0.0010465162670365783,,70.0,
Student_471,3.23,0.0009912749391578146,,70.0,
Student_472,3.99,0.0012245161013125945,,70.0,
Student_473,3.19,0.0009789990885180893,,70.0,
Student_474,3.21,0.000985137013837952,,70.0,
Student_475,3.32,0.0010188956030971964,,70.0,
Student_476,3.39,0.0010403783417167157,,70.0,
Student_477,2.45,0.0007518958516831722,,70.0,
Student_478,3.44,0.0010557231550163723,,70.0,
Student_479,2.94,0.0009022750220198065,,70.0,
Student_480,2.61,0.0008009992542420731,,70.0,
Student_481,3.8,0.0011662058107738994,,70.0,
Student_482,3.19,0.0009789990885180893,,70.0,
Student_483,3.21,0.000985137013837952,,70.0,
Student_484,3.44,0.0010557231550163723,,70.0,
Student_485,4.0,0.0012275850639725258,,70.0,
Student_486,2.79,0.0008562405821208368,,70.0,
Student_487,2.64,0.0008102061422218672,,70.0,
Student_488,2.78,0.0008531716194609054,,70.0,
Student_489,3.24,0.000994343901817746,,70.0,
Student_490,3.48,0.0010679990056560976,,70.0,
Student_491,3.51,0.0010772058936358913,,70.0,
Student_492,3.67,0.0011263092961947925,,70.0,
Student_493,2.99,0.0009176198353194632,,70.0,
Student_494,3.13,0.0009605853125585015,,70.0,
Student_495,3.12,0.0009575163498985702,,70.0,
Student_496,3.82,0.001172343736093762,,70.0,
Student_497,3.28,0.0010066197524574712,,70.0,
Student_498,2.98,0.0009145508726595317,,70.0,
Student_499,3.54,0.0010864127816156853,,70.0,
Student_500,3.77,0.0011569989227941057,,70.0,
Student_501,3.08,0.000945240499258845,,70.0,
Student_502,3.45,0.0010587921176763036,,70.0,
Student_503,3.42,0.0010495852296965097,,70.0,
Student_504,2.88,0.0008838612460602185,,70.0,
Student_505,3.48,0.0010679990056560976,,70.0,
Student_506,3.14,0.0009636542752184329,,70.0,
Student_507,3.22,0.0009882059764978835,,70.0,
Student_508,3.67,0.0011263092961947925,,70.0,
Student_509,2.5,0.0007672406649828287,,70.0,
Student_510,2.79,0.0008562405821208368,,70.0,
Student_511,2.87,0.0008807922834002873,,70.0,
Student_512,3.36,0.0010311714537369217,,70.0,
Student_513,3.88,0.00119075751205335,,70.0,
Student_514,3.32,0.0010188956030971964,,70.0,
Student_515,2.97,0.0009114819099996005,,70.0,
Student_516,3.23,0.0009912749391578146,,70.0,
Student_517,3.6,0.0011048265575752732,,70.0,
Student_518,3.92,0.0012030333626930753,,70.0,
Student_519,3.24,0.000994343901817746,,70.0,
Student_520,3.67,0.0011263092961947925,,70.0,
Student_521,3.34,0.001025033528417059,,70.0,
Student_522,2.78,0.0008531716194609054,,70.0,
Student_523,3.42,0.0010495852296965097,,70.0,
Student_524,3.64,0.0011171024082149985,,70.0,
Student_525,3.17,0.0009728611631982267,,70.0,
Student_526,3.71,0.0011385851468345178,,70.0,
Student_527,3.66,0.0011232403335348611,,70.0,
Student_528,3.49,0.001071067968316029,,70.0,
Student_529,3.48,0.0010679990056560976,,70.0,
Student_530,3.82,0.001172343736093762,,70.0,
Student_531,3.71,0.0011385851468345178,,70.0,
Student_532,2.78,0.0008531716194609054,,70.0,
Student_533,3.41,0.0010465162670365783,,70.0,
Student_534,3.39,0.0010403783417167157,,70.0,
Student_535,3.13,0.0009605853125585015,,70.0,
Student_536,3.59,0.001101757594915342,,70.0,
Student_537,3.47,0.0010649300429961663,,70.0,
Student_538,3.97,0.0012183781759927319,,70.0,
Student_539,3.25,0.0009974128644776772,,70.0,
Student_540,3.63,0.0011140334455550672,,70.0,
Student_541,3.12,0.0009575163498985702,,70.0,
Student_542,2.97,0.0009114819099996005,,70.0,
Student_543,3.07,0.0009421715365989135,,70.0,
Student_544,3.48,0.0010679990056560976,,70.0,
Student_545,3.03,0.0009298956859591882,,70.0,
Student_546,3.77,0.0011569989227941057,,70.0,
Student_547,3.96,0.0012153092133328006,,70.0,
Student_548,3.73,0.0011447230721543804,,70.0,
Student_549,3.45,0.0010587921176763036,,70.0,
Student_550,2.89,0.00088693020872015,,70.0,
Student_551,3.04,0.0009329646486191197,,70.0,
Student_552,3.69,0.0011324472215146551,,70.0,
Student_553,3.57,0.0010956196695954793,,70.0,
Student_554,3.2,0.0009820680511780208,,70.0,
Student_555,3.83,0.0011754126987536936,,70.0,
Student_556,3.46,0.001061861080336235,,70.0,
Student_557,2.71,0.0008316888808413863,,70.0,
Student_558,2.81,0.0008623785074406994,,70.0,
Student_559,3.26,0.0010004818271376085,,70.0,
Student_560,3.54,0.0010864127816156853,,70.0,
Student_561,3.18,0.0009759301258581581,,70.0,
