,STUDENTS,GPA,GPA_PROB,CLASS,GRADE
155,Student_156,3.21,0.0009800239968492683,CS 116,77.113875
156,Student_157,3.14,0.0009586527570425864,CS 116,75.8005
157,Student_158,3.7,0.0011296226754960413,CS 116,86.3075
158,Student_159,3.43,0.0010471907505274114,CS 116,81.241625
159,Student_160,2.73,0.0008334783524605926,CS 116,68.10787499999999
160,Student_161,3.01,0.00091896331168732,CS 116,73.361375
161,Student_162,2.96,0.000903698140396833,CS 116,72.42325
162,Student_163,3.77,0.0011509939153027233,CS 116,87.620875
163,Student_164,3.24,0.0009891830996235605,CS 116,77.67675
164,Student_165,3.14,0.0009586527570425864,CS 116,75.8005
165,Student_166,3.89,0.0011876303263998922,CS 116,89.872375
166,Student_167,3.06,0.0009342284829778072,CS 116,74.2995
167,Student_168,3.65,0.0011143575042055543,CS 116,85.36937499999999
168,Student_169,2.22,0.0006777736052976249,CS 116,58.539
169,Student_170,2.69,0.000821266215428203,CS 116,67.35737499999999
170,Student_171,3.32,0.0010136073736883397,CS 116,79.17774999999999
171,Student_172,3.43,0.0010471907505274114,CS 116,81.241625
172,Student_173,3.89,0.0011876303263998922,CS 116,89.872375
173,Student_174,3.37,0.001028872544978827,CS 116,80.115875
174,Student_175,3.2,0.000976970962591171,CS 116,76.92625
175,Student_176,3.26,0.0009952891681397553,CS 116,78.05199999999999
176,Student_177,2.61,0.0007968419413634237,CS 116,65.85637499999999
177,Student_178,3.65,0.0011143575042055543,CS 116,85.36937499999999
178,Student_179,3.41,0.0010410846820112164,CS 116,80.866375
179,Student_180,3.67,0.001120463572721749,CS 116,85.744625
180,Student_181,2.83,0.0008640086950415668,CS 116,69.98412499999999
181,Student_182,2.38,0.0007266221534271833,CS 116,61.541
182,Student_183,3.0,0.0009159102774292227,CS 116,73.17375
183,Student_184,2.92,0.0008914860033644434,CS 116,71.67275
184,Student_185,3.76,0.0011479408810446258,CS 116,87.43324999999999
185,Student_186,2.74,0.0008365313867186901,CS 116,68.2955
186,Student_187,3.55,0.0010838271616245801,CS 116,83.49312499999999
187,Student_188,2.71,0.0008273722839443978,CS 116,67.732625
188,Student_189,3.76,0.0011479408810446258,CS 116,87.43324999999999
189,Student_190,2.86,0.000873167797815859,CS 116,70.547
190,Student_191,3.07,0.0009372815172359045,CS 116,74.48712499999999
191,Student_192,3.33,0.0010166604079464372,CS 116,79.365375
192,Student_193,2.75,0.0008395844209767875,CS 116,68.483125
193,Student_194,3.5,0.0010685619903340932,CS 116,82.55499999999999
194,Student_195,3.47,0.001059402887559801,CS 116,81.992125
195,Student_196,3.26,0.0009952891681397553,CS 116,78.05199999999999
196,Student_197,3.27,0.0009983422023978528,CS 116,78.23962499999999
197,Student_198,3.33,0.0010166604079464372,CS 116,79.365375
198,Student_199,3.31,0.0010105543394302425,CS 116,78.99012499999999
199,Student_200,3.29,0.0010044482709140475,CS 116,78.614875
200,Student_201,2.9,0.0008853799348482486,CS 116,71.2975
201,Student_202,3.38,0.0010319255792369242,CS 116,80.3035
202,Student_203,3.3,0.001007501305172145,CS 116,78.8025
203,Student_204,2.63,0.0008029480098796186,CS 116,66.231625
204,Student_205,2.82,0.0008609556607834693,CS 116,69.7965
205,Student_206,3.37,0.001028872544978827,CS 116,80.115875
206,Student_207,3.73,0.0011387817782703335,CS 116,86.870375
207,Student_208,3.37,0.001028872544978827,CS 116,80.115875
208,Student_209,3.48,0.0010624559218178984,CS 116,82.17975
209,Student_210,2.93,0.0008945390376225409,CS 116,71.860375
210,Student_211,3.74,0.001141834812528431,CS 116,87.05799999999999
211,Student_212,4.0,0.0012212137032389637,CS 116,91.93625
212,Student_213,3.47,0.001059402887559801,CS 116,81.992125
213,Student_214,2.91,0.000888432969106346,CS 116,71.485125
214,Student_215,3.02,0.0009220163459454175,CS 116,73.54899999999999
215,Student_216,3.64,0.0011113044699474568,CS 116,85.18175
216,Student_217,3.35,0.001022766476462632,CS 116,79.740625
217,Student_218,3.12,0.0009525466885263917,CS 116,75.42524999999999
218,Student_219,3.16,0.0009647588255587813,CS 116,76.17575
219,Student_220,3.38,0.0010319255792369242,CS 116,80.3035
220,Student_221,3.39,0.0010349786134950217,CS 116,80.491125
221,Student_222,3.51,0.0010716150245921904,CS 116,82.74262499999999
222,Student_223,2.8,0.0008548495922672745,CS 116,69.42124999999999
223,Student_224,3.29,0.0010044482709140475,CS 116,78.614875
224,Student_225,3.02,0.0009220163459454175,CS 116,73.54899999999999
225,Student_226,3.44,0.0010502437847855087,CS 116,81.42925
226,Student_227,3.64,0.0011113044699474568,CS 116,85.18175
227,Student_228,3.15,0.0009617057913006838,CS 116,75.988125
228,Student_229,2.86,0.000873167797815859,CS 116,75.05
229,Student_230,3.67,0.001120463572721749,CS 116,75.05
230,Student_231,3.31,0.0010105543394302425,CS 116,75.05
0,Student_1,3.66,0.0011174105384636518,MATH 152,100.0
1,Student_2,3.63,0.0011082514356893594,MATH 152,99.3429
2,Student_3,3.56,0.0010868801958826776,MATH 152,97.8078
3,Student_4,2.72,0.0008304253182024953,MATH 152,79.3866
4,Student_5,3.29,0.0010044482709140475,MATH 152,91.88669999999999
5,Student_6,3.05,0.0009311754487197097,MATH 152,86.62349999999999
6,Student_7,2.84,0.0008670617292996641,MATH 152,82.0182
7,Student_8,3.26,0.0009952891681397553,MATH 152,91.22879999999999
8,Student_9,2.91,0.000888432969106346,MATH 152,83.55330000000001
9,Student_10,3.32,0.0010136073736883397,MATH 152,92.54459999999999
10,Student_11,3.44,0.0010502437847855087,MATH 152,95.1762
11,Student_12,3.72,0.0011357287440122363,MATH 152,100.0
12,Student_13,3.27,0.0009983422023978528,MATH 152,91.4481
13,Student_14,3.93,0.0011998424634322817,MATH 152,100.0
14,Student_15,3.41,0.0010410846820112164,MATH 152,94.5183
15,Student_16,3.63,0.0011082514356893594,MATH 152,99.3429
16,Student_17,3.1,0.0009464406200101968,MATH 152,87.72
17,Student_18,3.41,0.0010410846820112164,MATH 152,94.5183
18,Student_19,2.78,0.0008487435237510796,MATH 152,80.7024
19,Student_20,3.91,0.001193736394916087,MATH 152,100.0
20,Student_21,3.55,0.0010838271616245801,MATH 152,97.5885
21,Student_22,3.29,0.0010044482709140475,MATH 152,91.88669999999999
22,Student_23,2.9,0.0008853799348482486,MATH 152,83.33399999999999
23,Student_24,3.43,0.0010471907505274114,MATH 152,94.9569
24,Student_25,3.93,0.0011998424634322817,MATH 152,100.0
25,Student_26,3.45,0.0010532968190436062,MATH 152,95.3955
26,Student_27,3.81,0.0011632060523351128,MATH 152,100.0
27,Student_28,2.98,0.0009098042089130279,MATH 152,85.0884
28,Student_29,2.63,0.0008029480098796186,MATH 152,77.4129
29,Student_30,3.26,0.0009952891681397553,MATH 152,91.22879999999999
30,Student_31,3.9,0.0011906833606579895,MATH 152,100.0
31,Student_32,3.6,0.0010990923329150673,MATH 152,98.685
32,Student_33,3.57,0.0010899332301407749,MATH 152,98.02709999999999
33,Student_34,2.65,0.0008090540783958133,MATH 152,77.85149999999999
34,Student_35,3.58,0.0010929862643988724,MATH 152,98.2464
35,Student_36,3.4,0.001038031647753119,MATH 152,94.29899999999999
36,Student_37,3.46,0.0010563498533017034,MATH 152,95.6148
37,Student_38,3.39,0.0010349786134950217,MATH 152,94.0797
38,Student_39,3.63,0.0011082514356893594,MATH 152,99.3429
39,Student_40,3.96,0.001209001566206574,MATH 152,100.0
40,Student_41,3.17,0.0009678118598168787,MATH 152,89.2551
41,Student_42,3.24,0.0009891830996235605,MATH 152,90.7902
42,Student_43,3.23,0.000986130065365463,MATH 152,90.5709
43,Student_44,3.23,0.000986130065365463,MATH 152,90.5709
44,Student_45,2.86,0.000873167797815859,MATH 152,82.45679999999999
45,Student_46,3.72,0.0011357287440122363,MATH 152,100.0
46,Student_47,3.42,0.001044137716269314,MATH 152,94.7376
47,Student_48,3.08,0.000940334551494002,MATH 152,87.2814
48,Student_49,3.17,0.0009678118598168787,MATH 152,89.2551
49,Student_50,3.63,0.0011082514356893594,MATH 152,99.3429
50,Student_51,3.2,0.000976970962591171,MATH 152,89.913
51,Student_52,3.19,0.0009739179283330734,MATH 152,89.69369999999999
52,Student_53,3.47,0.001059402887559801,MATH 152,95.8341
53,Student_54,3.03,0.0009250693802035149,MATH 152,86.1849
54,Student_55,3.17,0.0009678118598168787,MATH 152,87.72
55,Student_56,3.41,0.0010410846820112164,MATH 152,87.72
56,Student_57,3.14,0.0009586527570425864,MATH 152,91.6979
57,Student_58,3.47,0.001059402887559801,MATH 152,99.18807500000001
58,Student_59,3.43,0.0010471907505274114,MATH 152,98.28017500000001
59,Student_60,2.9,0.0008853799348482486,MATH 152,86.2505
60,Student_61,3.39,0.0010349786134950217,MATH 152,97.372275
61,Student_62,2.62,0.0007998949756215212,MATH 152,79.8952
62,Student_63,3.37,0.001028872544978827,MATH 152,96.91832500000001
63,Student_64,3.72,0.0011357287440122363,MATH 152,100.0
64,Student_65,3.87,0.0011815242578836972,MATH 152,100.0
65,Student_66,3.09,0.0009433875857520993,MATH 152,90.563025
66,Student_67,3.53,0.0010777210931083854,MATH 152,100.0
67,Student_68,3.66,0.0011174105384636518,MATH 152,100.0
68,Student_69,2.74,0.0008365313867186901,MATH 152,82.61890000000001
69,Student_70,3.46,0.0010563498533017034,MATH 152,98.9611
70,Student_71,3.31,0.0010105543394302425,MATH 152,95.556475
71,Student_72,3.12,0.0009525466885263917,MATH 152,91.24395000000001
72,Student_73,3.11,0.0009494936542682942,MATH 152,91.016975
73,Student_74,3.0,0.0009159102774292227,MATH 152,88.52025
74,Student_75,3.67,0.001120463572721749,MATH 152,100.0
75,Student_76,3.5,0.0010685619903340932,MATH 152,99.869
76,Student_77,3.34,0.0010197134422045345,MATH 152,96.23740000000001
77,Student_78,3.2,0.000976970962591171,MATH 152,93.05975000000001
78,Student_79,3.27,0.0009983422023978528,MATH 152,94.64857500000001
79,Student_80,3.57,0.0010899332301407749,MATH 152,100.0
80,Student_81,3.75,0.0011448878467865283,MATH 152,100.0
81,Student_82,3.16,0.0009647588255587813,MATH 152,92.15185000000001
82,Student_83,3.63,0.0011082514356893594,MATH 152,100.0
83,Student_84,3.2,0.000976970962591171,MATH 152,93.05975000000001
84,Student_85,2.9,0.0008853799348482486,MATH 152,86.2505
85,Student_86,3.7,0.0011296226754960413,MATH 152,100.0
86,Student_87,3.32,0.0010136073736883397,MATH 152,95.78345
87,Student_88,3.27,0.0009983422023978528,MATH 152,94.64857500000001
88,Student_89,3.5,0.0010685619903340932,MATH 152,99.869
89,Student_90,2.69,0.000821266215428203,MATH 152,81.484025
90,Student_91,2.63,0.0008029480098796186,MATH 152,80.122175
91,Student_92,3.89,0.0011876303263998922,MATH 152,100.0
92,Student_93,3.49,0.0010655089560759959,MATH 152,99.642025
93,Student_94,3.49,0.0010655089560759959,MATH 152,99.642025
94,Student_95,3.11,0.0009494936542682942,MATH 152,91.016975
95,Student_96,2.65,0.0008090540783958133,MATH 152,80.576125
96,Student_97,3.32,0.0010136073736883397,MATH 152,95.78345
97,Student_98,2.82,0.0008609556607834693,MATH 152,84.4347
98,Student_99,3.64,0.0011113044699474568,MATH 152,100.0
99,Student_100,3.21,0.0009800239968492683,MATH 152,93.286725
100,Student_101,3.37,0.001028872544978827,MATH 152,96.91832500000001
101,Student_102,3.5,0.0010685619903340932,MATH 152,99.869
102,Student_103,2.91,0.000888432969106346,MATH 152,86.47747500000001
103,Student_104,3.52,0.001074668058850288,MATH 152,100.0
104,Student_105,3.33,0.0010166604079464372,MATH 152,96.01042500000001
105,Student_106,2.69,0.000821266215428203,MATH 152,81.484025
106,Student_107,2.98,0.0009098042089130279,MATH 152,88.0663
107,Student_108,3.94,0.0012028954976903792,MATH 152,100.0
108,Student_109,3.44,0.0010502437847855087,MATH 152,98.50715000000001
109,Student_110,3.23,0.000986130065365463,MATH 152,93.74067500000001
110,Student_111,2.87,0.0008762208320739564,MATH 152,85.569575
111,Student_112,3.38,0.0010319255792369242,MATH 152,97.1453
112,Student_113,2.32,0.0007083039478785988,MATH 152,73.08595
113,Student_114,3.44,0.0010502437847855087,MATH 152,98.50715000000001
114,Student_115,3.14,0.0009586527570425864,MATH 152,91.6979
115,Student_116,3.29,0.0010044482709140475,MATH 152,95.102525
116,Student_117,3.69,0.0011265696412379438,MATH 152,100.0
117,Student_118,3.01,0.00091896331168732,MATH 152,90.79
118,Student_119,3.4,0.001038031647753119,MATH 152,90.79
119,Student_120,3.71,0.0011326757097541388,MATH 152,98.18147499999999
120,Student_121,3.54,0.0010807741273664829,MATH 152,94.5609
121,Student_122,2.76,0.0008426374552348849,MATH 152,77.94885
122,Student_123,2.66,0.0008121071126539108,MATH 152,75.81909999999999
123,Student_124,2.74,0.0008365313867186901,MATH 152,77.5229
124,Student_125,2.47,0.0007540994617500601,MATH 152,71.772575
125,Student_126,2.82,0.0008609556607834693,MATH 152,79.2267
126,Student_127,2.93,0.0008945390376225409,MATH 152,81.569425
127,Student_128,3.16,0.0009647588255587813,MATH 152,86.46785
128,Student_129,2.86,0.000873167797815859,MATH 152,80.0786
129,Student_130,2.99,0.0009128572431711254,MATH 152,82.847275
130,Student_131,3.2,0.000976970962591171,MATH 152,87.31975
131,Student_132,2.97,0.0009067511746549305,MATH 152,82.421325
132,Student_133,3.04,0.0009281224144616124,MATH 152,83.91215
133,Student_134,2.43,0.0007418873247176704,MATH 152,70.920675
134,Student_135,3.62,0.001105198401431262,MATH 152,96.2647
135,Student_136,3.53,0.0010777210931083854,MATH 152,94.34792499999999
136,Student_137,3.91,0.001193736394916087,MATH 152,100.0
137,Student_138,2.8,0.0008548495922672745,MATH 152,78.80075
138,Student_139,3.42,0.001044137716269314,MATH 152,92.00519999999999
139,Student_140,2.15,0.0006564023654909429,MATH 152,64.957375
140,Student_141,3.43,0.0010471907505274114,MATH 152,92.218175
141,Student_142,2.93,0.0008945390376225409,MATH 152,81.569425
142,Student_143,3.26,0.0009952891681397553,MATH 152,88.59759999999999
143,Student_144,3.18,0.0009708648940749762,MATH 152,86.8938
144,Student_145,3.36,0.0010258195107207295,MATH 152,90.72734999999999
145,Student_146,3.27,0.0009983422023978528,MATH 152,88.810575
146,Student_147,3.47,0.001059402887559801,MATH 152,93.070075
147,Student_148,2.99,0.0009128572431711254,MATH 152,82.847275
148,Student_149,3.41,0.0010410846820112164,MATH 152,91.792225
149,Student_150,2.93,0.0008945390376225409,MATH 152,81.569425
150,Student_151,3.45,0.0010532968190436062,MATH 152,92.644125
151,Student_152,3.73,0.0011387817782703335,MATH 152,98.60742499999999
152,Student_153,3.36,0.0010258195107207295,MATH 152,90.72734999999999
153,Student_154,3.8,0.0011601530180770153,MATH 152,100.0
154,Student_155,3.08,0.000940334551494002,MATH 152,84.76405
155,Student_156,3.21,0.0009800239968492683,MATH 152,87.532725
156,Student_157,3.14,0.0009586527570425864,MATH 152,86.0419
157,Student_158,3.7,0.0011296226754960413,MATH 152,97.9685
158,Student_159,3.43,0.0010471907505274114,MATH 152,92.218175
159,Student_160,2.73,0.0008334783524605926,MATH 152,77.30992499999999
160,Student_161,3.01,0.00091896331168732,MATH 152,83.273225
161,Student_162,2.96,0.000903698140396833,MATH 152,82.20835
162,Student_163,3.77,0.0011509939153027233,MATH 152,99.45932499999999
163,Student_164,3.24,0.0009891830996235605,MATH 152,88.17165
164,Student_165,3.14,0.0009586527570425864,MATH 152,86.0419
165,Student_166,3.89,0.0011876303263998922,MATH 152,100.0
166,Student_167,3.06,0.0009342284829778072,MATH 152,84.3381
167,Student_168,3.65,0.0011143575042055543,MATH 152,96.90362499999999
168,Student_169,2.22,0.0006777736052976249,MATH 152,66.4482
169,Student_170,2.69,0.000821266215428203,MATH 152,76.45802499999999
170,Student_171,3.32,0.0010136073736883397,MATH 152,89.87544999999999
171,Student_172,3.43,0.0010471907505274114,MATH 152,92.218175
172,Student_173,3.89,0.0011876303263998922,MATH 152,100.0
173,Student_174,3.37,0.001028872544978827,MATH 152,90.940325
174,Student_175,3.2,0.000976970962591171,MATH 152,87.31975
175,Student_176,3.26,0.0009952891681397553,MATH 152,88.59759999999999
176,Student_177,2.61,0.0007968419413634237,MATH 152,74.75422499999999
177,Student_178,3.65,0.0011143575042055543,MATH 152,96.90362499999999
178,Student_179,3.41,0.0010410846820112164,MATH 152,91.792225
179,Student_180,3.67,0.001120463572721749,MATH 152,85.19
0,Student_1,3.66,0.0011174105384636518,MATH 251,100.0
1,Student_2,3.63,0.0011082514356893594,MATH 251,100.0
2,Student_3,3.56,0.0010868801958826776,MATH 251,98.8113
3,Student_4,2.72,0.0008304253182024953,MATH 251,80.20110000000001
4,Student_5,3.29,0.0010044482709140475,MATH 251,92.82945000000001
5,Student_6,3.05,0.0009311754487197097,MATH 251,87.51225
6,Student_7,2.84,0.0008670617292996641,MATH 251,82.8597
7,Student_8,3.26,0.0009952891681397553,MATH 251,92.1648
8,Student_9,2.91,0.000888432969106346,MATH 251,84.41055
9,Student_10,3.32,0.0010136073736883397,MATH 251,93.4941
10,Student_11,3.44,0.0010502437847855087,MATH 251,96.1527
11,Student_12,3.72,0.0011357287440122363,MATH 251,100.0
12,Student_13,3.27,0.0009983422023978528,MATH 251,92.38635000000001
13,Student_14,3.93,0.0011998424634322817,MATH 251,100.0
14,Student_15,3.41,0.0010410846820112164,MATH 251,95.48805
15,Student_16,3.63,0.0011082514356893594,MATH 251,100.0
16,Student_17,3.1,0.0009464406200101968,MATH 251,88.62
17,Student_18,3.41,0.0010410846820112164,MATH 251,95.48805
18,Student_19,2.78,0.0008487435237510796,MATH 251,81.5304
19,Student_20,3.91,0.001193736394916087,MATH 251,100.0
20,Student_21,3.55,0.0010838271616245801,MATH 251,98.58975
21,Student_22,3.29,0.0010044482709140475,MATH 251,92.82945000000001
22,Student_23,2.9,0.0008853799348482486,MATH 251,84.189
23,Student_24,3.43,0.0010471907505274114,MATH 251,95.93115
24,Student_25,3.93,0.0011998424634322817,MATH 251,100.0
25,Student_26,3.45,0.0010532968190436062,MATH 251,96.37425
